GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,0.401426412105559,,1.2067077686805,,0.118543797654399,,,5.98178685143758,,,9.90904637385076,8.21067660948373,,,,2.08069105136043,6.79936139197171,,7.37794300997993,,0.409673957178839,,,,,1.44568757868521,3.23282301517498,,,7.25378096348874,0.0272264691036833,0.636020731421522,4.83643881595096,1.35668942233348,9.14105765136889,,,,0.412787772639574,5.95685537357514,3.72836556518988,3.94700230684713,,1.43789600781167,,3.62240130224692,,,3.62205861319029,5.41091912443786,,,,8.61886305349927,,,2.95693847794728,4.54393748352685,1.06239871555253,2.15831740390077,,,,,4.26520176096853,7.02298006402915,6.87750142786308,1.8714621511565,0.501184559716589,,9.56572725999672,2.09869194033745,,5.91066121722531,,1.79700385671377,0.32943452863914,,5.02335959934201,1.20243525914589,,2.58655077838776,,7.66336241283662,6.11404685062501,1.39369515378831,,,0.569137659045148,7.29557517144639,7.4208443689272,5.85098176436336,5.06195206535209,9.43952050536712,2.5391526067029,,2.11576929270357,,,,,,3.7304534337016,2729,0.875020374703828,,,,,,1.3791763008268,1.80667297501998,3.57652562819733,,0.193854306422033,,,1.60886497890608,3.21774988530203,4.17565989984431,,,,,,0.670496026826662,0.609698970474759,,3.47763419266829,,0.25554628314739,8.33487484956567,,8.69552575513967,2.26654905762289,0.0540125856475957,1.13979238228473,,9.02809092306625,,1.21619378155702,,,4.87227264709895,,4.22449322332757,4.43223583480312,4.71247563701195,4.67119434977941,3.22921477835445,,,,6.88829651374363,,0.71457297306164,,,,,,,3.14040953113076,0.435736985712679,,8.99634098783143,0.855867821992848,4.58148492327726,,,,0.193755694066983,4.52333862731162,5.7459106170118,4.35842747638589,,,1.95,8.7089071254421,10.8547779387437,1.84686071344712,,2.87904960611402,,,0.43235711360531,,,6.50633524777612,1.01997982107733,2.31520473242262,,,,1.41689799888552,,,9.04373051800573,,9.86325760695936,5.26818014911813,,,,,,3.20103771699564,3.82956370599531,,,,,,,6.19538390645798,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,94.7552725959181,,85.0646734884243,,98.0053280435957,,,21.660371274776,,,15.8791026135432,19.4961095889078,,,,76.8029526828087,13.0065825726484,,18.9004691941712,,93.067295290706,,,,,69.3280313455938,47.9001147467192,,,34.4814251100618,99.8043405302677,88.1880174818353,21.7372989216909,79.842776213557,22.0811822052408,,,,87.1866783369081,22.3947672153251,49.4933187746868,34.4903334124572,,79.0490133296071,,31.1545089968769,,,42.691877673006,32.812944315927,,,,14.029566612122,,,47.9865530626649,39.4670814567803,91.7562917557087,57.6508516253277,,,,,31.2057661912124,14.0398755294127,19.9279083691625,61.0682631092792,95.2703481621427,,23.9912376980895,79.3178621777726,,28.4160843111486,,68.0503683935497,95.4144899523128,,8.79592094468023,83.8155738154045,,54.5000686344425,,20.1791019995092,19.9527135326405,76.6434678191348,,,93.7941921680865,16.7238699618736,31.3754856326687,23.8356890157432,18.6219588247916,14.2516306749627,74.4373057129331,,69.4003385074068,,,,,,53.6300060708183,35.8847991,89.6987596737598,,,,,,66.7204141028095,62.0611812674325,53.8659289627744,,96.9972900945424,,,65.400393147347,52.0113066695387,44.7608578211051,,,,,,89.8267676610494,86.5767130949511,,58.3905710062227,,96.3798762921973,17.4636115641365,,18.2143328032163,56.149549479964,99.1180311273157,78.5384262103475,,16.3454272636545,,85.7368303254357,,,38.2711693197096,,28.1563341518776,44.1120396752536,36.625056273755,53.2434447975549,46.656574192002,,,,40.8131904250438,,85.0433405807454,,,,,,,65.8626567469321,93.3717913057176,,19.6311024231963,91.6255334369184,53.5744237800468,,,,96.695912260821,49.3178904021525,20.5807563556662,41.4721282168485,,,69.7,16.0868350691704,11.2744692364526,71.8390392467875,,34.7175510803694,,,89.3983239475083,,,15.0793929273184,87.5103954721583,70.9021276930667,,,,69.8266407970689,,,17.4775910774096,,21.1901891109172,24.1615369838314,,,,,,62.1382319195083,47.7734214794775,,,,,,,28.196907240176,,,,
,,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,0.371963995180906,,1.20282018453207,,0.113869586601859,,,5.95009585294467,,,9.77855218182426,8.10821222268204,,,,2.04500288305347,6.70431727476944,,7.28428518581786,,0.410133320298771,,,,,1.40335555743122,3.17090967252073,,,7.16622162589428,0.0324517366994181,0.65482125537595,4.7996633736877,1.33969867226377,9.03994094960726,,,,0.359514035661349,5.83115296002222,3.43727747988136,3.89939602613552,,1.34495351504873,,3.55246704395305,,,3.57961581008706,5.36148247212235,,,,8.54279404787719,,,2.81553085459212,4.46884940891369,1.03995018290889,2.098562212949,,,,,4.17310238934442,6.96886592313255,6.78394373203748,1.87960720585415,0.496128197828359,,9.40659283475281,1.99524640525575,,5.85973213834217,,1.77125442087251,0.252687943352643,,5.02344844615462,1.17664827113698,,2.36961440362809,,7.57853527633055,6.03220535581786,1.3174950582183,,,0.485608415257646,7.24002034678812,7.31678855080443,5.77223126807036,4.95077389591232,9.32809966870854,2.48523190710812,,2.00479358193493,,,,,,3.68437699915597,2684,0.825652259440408,,,,,,1.39229708411323,1.75662035683173,3.43222142334687,,0.199012384767214,,,1.59152978620126,3.12983755345844,4.08981773770866,,,,,,0.64543041838501,0.564678076152084,,3.3678774120849,,0.259837963883653,8.26191272828407,,8.68242659280611,2.25996036481064,0.0459210266309237,1.11532624593721,,8.90807265495546,,1.18313741869021,,,4.80107014648404,,4.1645380757464,4.35826134264609,4.64518404631866,4.52717429794094,3.15954362469513,,,,6.8621967601884,,0.698212425816536,,,,,,,3.09557449781948,0.396096693967477,,8.91810903738105,0.834179496521349,4.42350785649758,,,,0.193390988357238,4.47317458017366,5.68355801236776,4.14935958099597,,,1.87,8.59663698453096,10.758718514911,1.80874078760298,,2.79921371244977,,,0.41670949761876,,,6.51060796402409,0.985067359225368,2.24203959202288,,,,1.35488951311341,,,8.93578974717376,,9.78373245597065,5.21832529362725,,,,,,3.11265883077587,3.73043070196584,,,,,,,6.04908936269267,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,94.833145417328,,84.9551656479275,,98.2017687262886,,,22.159840666398,,,15.871174353259,20.1163732206829,,,,77.0213112228119,12.0801814244536,,19.2101301439359,,93.0163819335419,,,,,70.232694369548,48.5128699007461,,,35.071208807672,99.685805445655,87.7611876044586,22.284898796106,79.7396583059064,21.8040237219572,,,,87.3909602670271,22.9299767302519,52.2781001286334,35.3009861171352,,79.9076701694005,,32.0818335805166,,,42.6094165199988,33.5797996219731,,,,14.302424279349,,,49.3430289996476,40.1437463347733,91.852036430583,58.5731492282671,,,,,31.3832749120202,13.5367644040201,19.6695147864693,60.7957396041759,95.29808855576,,24.4846051811086,80.2689338927993,,28.5724735231069,,68.7115632681754,95.6293814131701,,10.679981376701,83.9796065639811,,56.81355702126,,20.4921288554318,19.7401464578472,76.0737405604179,,,94.8558244534869,16.5285468699023,31.7884953064629,23.9508229265404,20.1935455055811,14.9913684753542,74.1789433547414,,70.9253565237056,,,,,,53.7997608397993,36.73363589,90.0399289499527,,,,,,66.5411372801602,62.6140666513641,54.8876093642856,,96.824069368275,,,65.6653789370576,52.1626648112318,45.2510507872777,,,,,,89.8760088162313,87.8132949604857,,59.6611517533057,,96.1963911397573,17.2992673291371,,17.9936028362115,56.7676034505593,99.2561190708134,78.912258473313,,16.5075214802623,,85.919169503229,,,38.5827577829745,,28.6837333480996,44.8393723758994,37.0463194798763,55.0680636677489,46.4929870515922,,,,40.9029781353064,,85.3884029418639,,,,,,,66.1322408876471,93.8577793598457,,19.7924345216076,91.653718944174,54.6905631512649,,,,96.5189311987599,49.8628725324566,20.789081401994,42.4170165982712,,,71,16.2120760764125,11.6082822923455,72.4795378961301,,35.783386305695,,,89.6715897929152,,,13.7941923745597,87.6753461308255,71.8960799893605,,,,70.8287102019197,,,17.6496088026002,,21.5263776434668,24.7215545062594,,,,,,62.919330091666,48.5533199882865,,,,,,,29.6923758673094,,,,
,,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,0.3414462776507,,1.19351024644781,,0.111490275364458,,,5.91820450232862,,,9.66758889936757,8.000789804572,,,,2.0081476609615,6.60803356193722,,7.18697122987611,,0.411692847740801,,,,,1.36455052611695,3.11450540546189,,,7.07410892150665,0.0410721968149154,0.674997211959868,4.7604674625766,1.32769652998965,8.93771607088376,,,,0.304331015097863,5.70402835470088,3.30427110786074,3.84815576324177,,1.25492662083191,,3.47385194844894,,,3.53621185725859,5.3078918920575,8.35437716332637,,,8.46866452028622,,,2.66489679572122,4.38571803477275,1.03270834122943,2.04331075054584,,,,,4.06941883444216,6.92167063320836,6.68098064110251,1.88217551291632,0.490521152715335,,9.24640441362422,1.91112194778807,,5.81412689166857,,1.73909374294858,0.235921837337158,,5.05007654345307,1.14330379354031,,2.13930037060235,,7.50039566920814,5.93686015800094,1.2411489411363,,,0.408712118449145,7.17926848514011,7.22324892037592,5.69360072854415,4.85882705855099,9.21344230068521,2.44521752339389,,1.90910594644469,,,,,,3.54291707314983,2641,0.776561889692763,,,,,,1.41255865607526,1.7266953375692,3.2844721548859,,0.20549592889239,,,1.56699970761561,3.04860375165872,4.00477451748582,,,,,,0.628320852948374,0.514148785785097,,3.25073152371192,,0.267055996252695,8.18772060162674,,8.68365928425341,2.262845790276,0.0390205279772073,1.08612963331105,,8.78700613177233,,1.14621337493473,,,4.72883695805116,,4.1051326087086,4.28093127252195,4.58375533054509,4.38087954057604,3.09377120939777,,,,6.84750020287791,,0.689294011570716,,,,,,,3.04494347808257,0.362121190400494,,8.7869163043862,0.814288872423335,4.26794956108225,7.93800641438307,,,0.192948877506123,4.41941924041281,5.66404860842381,3.92300634911559,,,1.8,8.47919219060006,10.6544725691495,1.7829920764073,,2.7122281566084,,,0.410169580231912,,,6.52572339558788,0.959304146597938,2.17014836059404,,,,1.27434101355213,,,8.82251811003933,,9.70710044402757,5.17046198431745,,,,,,3.02205917243756,3.62547766657028,,,,,,,5.90560922877793,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,94.8986273848745,,85.0889947802865,,98.3418185162594,,,22.7187442424129,,,15.8326750482412,20.7518362691666,,,,77.2473513885359,10.9455759407808,,19.5524572054064,,92.9585682276189,,,,,71.098001190805,49.1399507316777,,,35.6468850324742,99.5071790290244,87.3371594633019,22.8974669781409,79.5029576188492,21.5516089620444,,,,87.5578056321771,23.4406152550328,53.2047485948662,36.2768301519439,,80.6545072815009,,33.1636358423802,,,42.6127989748288,34.2942912388562,,,,14.6025554253139,,,50.6751418381299,40.9771078084805,91.786903780722,59.3614340471666,,,,,31.6942232013482,13.0388541571857,19.3856663323679,60.7587261461507,95.3198723105084,,24.9119908630925,80.8903586190741,,28.7897119062935,,69.351122572944,96.1185567297694,,13.1508885621602,84.2608220314548,,59.1067833341436,,20.6891892755296,19.3982805519102,75.314304373916,,,95.872452037633,16.4117300701986,32.2437173118385,24.1091070601327,21.6346081420785,15.7532642569771,73.6812134638093,,72.2052129532235,,,,,,54.8813545444781,37.52514629,90.3622406699209,,,,,,66.272921696377,62.9008459070874,56.01961511944,,96.6440262596619,,,66.1034309994879,52.025138500796,45.6998651081665,,,,,,89.8078442234469,89.2037660980882,,60.9963884210363,,95.9924260062927,17.1293241280758,,17.8134346863461,57.3964885800948,99.324196146329,79.3514645429302,,16.6858584014015,,86.0583032479835,,,38.8993761455402,,29.3994689216907,45.7919120404783,37.5228275624095,56.8671043217544,46.2215588286222,,,,40.8740146850187,,85.4987865964737,,,,,,,66.4316823539508,94.2737696722203,,20.019876720254,91.6494753658541,55.7589203079917,,,,96.5317739378191,50.3745310002486,21.7250902948557,43.3802192786288,,,72.1,16.4162742958116,12.0145161210514,73.1136381940596,,36.8114109534828,,,89.7720597380549,,,12.2936419902567,87.7012539646275,72.8245810495258,,,,72.2848117400933,,,17.8399074253601,,21.8666220488901,25.3508265685769,,,,,,63.6865849765835,49.3032972028038,,,,,,,31.0817496446912,,,,
,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,0.310289289289289,,1.18796506311834,,0.112005443726923,,,5.88396439320998,,,9.55602138406904,7.88815340963248,,,,1.97013185253526,6513,,7086,,0.415997561509271,,,,,1.3295,3.05333165108613,,,6.98262403012007,0.0545301036117334,0.698669003022033,4.72125274725275,1.32339463856823,8.84423519100845,,,,0.264152268004154,6.03490586458641,2.80084192995235,3.79283206841068,,1171,,3.38820113682222,,,3.49691373216873,5.25530242928711,,,,8.38873708733468,,,2.49918381863972,4.29446086603509,1.04957026827136,1.99087597957284,,,,,3.96163214750092,6.87955727315379,6.57481899541089,1.90097949812809,485,,9.08144728538599,1.85472304413138,,5.7701829947977,,1.71865876497944,0.206620833014013,,5.07051712846466,1.10537330595033,,1.8931513534328,,7.42992372218725,5.79,1.16580805007286,,,0.347970180332669,7.11676198204997,7123,5.6145898788456,4.77083570675105,9.09429034881994,2409,,1.81667870946812,,,,,,3.49257262091187,2.6,729,,,,,,1.44122518953749,1.70751951951954,3.13074838497544,,0.214790677245521,,,1.54284915084915,2.97638011197423,3.91633936275241,,,,,,0.620748700195843,0.456025793811098,,3.12712212212212,,0.274238247614442,8.1116446850963,,8.70090506643816,2.27155954169724,0.0349178688425086,1.05138701474161,,8.6695536278849,,1.11144994994995,,,4.64657171713869,,4.0414739064858,4.20728293652644,4.52327918705395,4.23174008598082,3.03010267524551,,,,6.84480595644537,,0.684398601398601,,,,,,,2.99,0.334506855696121,,8.61413633269183,0.795690760913737,4.10910382710438,,,,0.192422626514928,4.36404301372329,5.64751318872653,3.6815,,,1.74,8.3556538842703,10.5374532591242,1.99906459755102,,2.6229336331483,,,409,,,6.56403576067484,0.942794689116545,2.10220331039567,,,,1.17074674253351,,,8.69943382609202,,9.63061755308426,5.12508510704899,,,,,,2.92985819058951,3.51785075800259,,,,,,,5.80049290636369,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,94.8877723950484,,85.0601652684664,,98.4064946521308,,,23.3146581483819,,,15.8025713848037,21.4135553665748,,,,77.4858502687231,9.57461742635253,,19.9282124636005,,92.870170049711,,,,,71.8705779431777,49.5366450440121,,,36.2062260917898,99.2387898215666,86.8234702296034,23.5568090559188,79.082532658886,21.1316808931859,,,,87.5722111615934,23.964365852513,58.7979839233928,37.362645395949,,81.2039591315453,,34.3303050929631,,,42.5523202152704,35.0102143754859,,,,14.9257351252592,,,52.1831737270476,41.9349691659725,91.4151842429972,60.0149408566396,,,,,31.9836042637298,12.567540709598,19.1127093826662,60.410076604757,95.3317254174397,,25.3000168383521,81.0845404774209,,29.0200522885335,,70.1039351129284,96.4480590271052,,15.6652458787255,84.6041019636919,,61.3748812207388,,20.7702591831447,20.1852996065614,74.304354243761,,,96.865501086506,16.3027712856992,32.7372395348017,24.2732152528039,23.0064821140265,16.5706173891473,73.0058932191935,,73.4277848864448,,,,,,54.9881507035834,38.27404547,90.6371686746988,,,,,,65.8417161127471,62.8998098858357,57.1820332659389,,96.4149588437979,,,66.5445993541754,51.5392371271279,46.1044596255967,,,,,,89.6020598857619,90.837605325316,,62.3606619030925,,95.7158373997058,16.9305190418659,,17.7309810348068,57.9825132006236,99.4056166842689,79.9233751005776,,16.8222241790358,,86.1789446295205,,,39.2137976332167,,30.2017698512773,46.723015398038,37.9569427888848,58.6689080263529,45.8967757893505,,,,40.7530693127579,,85.4898182101673,,,,,,,66.7587276369109,94.5960805647408,,20.1711839771375,91.5969842961749,56.7948258417807,,,,96.5463058173686,50.8377995281681,22.7682934619455,44.1906337753665,,,72.8,16.6811135728915,12.525083866505,73.7599682934382,,37.7787925087594,,,89.7291580502216,,,10.3606981664156,87.5374713132349,73.6724631686946,,,,74.2837654791265,,,18.0501300066871,,22.2015197396229,25.9631392544501,,,,,,64.4389010483222,49.9855089890064,,,,,,,31.3376873647398,,,,
,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,0.30039792831326,,1.1798919403501,,0.108632097650811,,,5.79549420051356,5.70906499024191,,9.46744410830835,7.90654733155427,5.18824606108872,,,1.95286147865003,6.46386344683971,4.74431832654709,7.00269292963986,,0.392548357137328,,,,,1.26000079849456,2.95529082867574,,,6.82640946650791,0.0513379533752078,0.697602245257541,4.70417147523852,1.3206280153144,8.6817922394411,,,,0.230481663191883,6.04947359577607,2.59394899240873,3.75355401572293,,1.14294543379148,,3.37297229126976,,,3.49240399292702,5.1629631924387,,,,8.26806266973112,,,2.36237950749967,4.17549229970693,1.03588348437788,1.94292429882421,,,5.94148264937247,,3.74710870694349,6.65839641149597,6.4200579523181,1.75885612800699,0.463532265521359,5.92025228612616,9.03339621033562,1.58600829428896,,5.66005900258812,,1.72430713252312,0.185714926382113,,4.92718452882309,1.0975743307053,,1.9267048047527,,7.2488223551285,5.72940634737763,1.13438434592526,,,0.328071367325307,7.04570191285581,7.07150283431892,5.54939030044572,4.76626703271504,8.90872076716446,2.30736744489287,4.84896338401088,1.71937471416091,,,4.70978877257137,,5.74089476379969,3.43680464291144,2565,0.704624612185282,,,4.35490472801091,,,1.40082251418196,1.68854492191095,3.07577402443032,,0.199599820308224,,,1.51950587145925,2.99032967823513,3.81180903141547,,,,,,0.569454508533059,0.40751384510687,,3.07163309840474,,,8.02095146958369,,8.48910812960778,2.19397007046939,0.030708166764331,0.956260218818129,,8.61864804464037,,1.10571506406772,,,4.50447921060167,,4.04762297075442,4.04069811524712,4.41144612297215,3.95851179729495,2.9214318725046,,,,6.71789854474636,5.18614916276192,0.640870764560747,,,,,,,2.97338762535272,0.312551855090133,,8.50728647772702,0.726212829933772,4.00835716715207,,,,0.191927734263817,4.26145802149569,5.54841337117994,3.64626457224926,,,1.7,8.39343423355926,10.4802538473031,1.92404497875133,4.44257678314238,2.58310019663187,,,0.390811463179748,,,6.47691561628595,0.888562947616617,2.00545835728771,4.7434075292183,,,1.01638264382246,5.16483526016124,,8.61510524102049,,9.52828540155578,5.01944106794243,4.65745493513981,,,,,2.84505286329693,3.41125024479634,,,,,,,5.72839743987051,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,94.9806338095059,,85.2011460306697,,98.5255542972719,,,23.541011482683,,,15.5605791449786,21.9554163077614,,,,77.3249760960476,9.19891910792288,,19.9282124636005,,92.6684059055072,,,,,72.2560530601232,50.1762677811263,,,37.1728717694177,99.2668180700038,86.1741549960497,24.1810290685025,79.8051345149288,20.4969277762706,,,,88.567759045989,23.5624063494376,61.0572044467153,37.3459961531101,,81.7594534998936,,36.5214125115023,,,41.6542503204799,35.4913870090465,,,,15.1243062416511,,,49.9703436341549,42.3032981648996,91.7295788994026,60.3932504852583,,,,,34.4124869008703,12.8109821965994,18.8349828349013,60.8705882174541,95.5277184784303,,24.5338909909536,82.9346275885508,,29.4560485064075,,70.8469061169906,96.6656022462504,,15.2304482002139,85.1111043083143,,61.1517663457432,,16.9085297427235,20.257040989999,75.0766446795243,,,97.1281415994212,16.1366484874253,33.1032993923362,23.2463212941546,25.2155102550228,16.4474831491349,74.2494692280655,,74.9905704408908,,,,,,56.87340524432,39.13441252,90.9988113808203,,,,,,66.1077894376138,63.3473657836829,58.5287848872443,,96.2408906229482,,,66.725516160083,51.1928399823153,46.4441962539175,,,,,,90.5308485413503,91.6250451083407,,63.2997004415308,,,17.0781766256432,,17.5193751261618,58.3236063070587,99.4266752507326,82.3910508273465,,17.0788333050443,,86.2403037074473,,,39.9256141602486,,29.1574099752129,47.6874308362294,38.1005351663518,55.2969707614585,47.5315009141389,,,,41.44248589633,,86.494806734338,,,,,,,66.8472444957163,94.5707603521395,,20.208661365088,92.3604434444968,59.0575530854745,,,,96.212868818341,51.223324080798,22.1212638692448,44.6269052090356,,,73.7,17.4527584389332,12.886117961399,74.313309881785,,37.6064266227435,,,90.0904133279037,,,10.2369898313832,88.1040793935848,72.7274617299405,,,,77.1710944103843,,,18.1065295251581,,22.2957352294234,25.8439615615656,,,,,,64.1415856262577,53.4107762284649,,,,,,,32.267717779142,,,,
,,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
